run_id,timestamp,machine_python,machine_java,dataset,nome_id,nome_sorteado,arquivo_sorteado,linha_sorteada,strategy,threads_per_file,repeticao,success,found,file_name,line_number,line_content,wall_time_ms,wall_time_ns,process_cpu_time_supported,process_cpu_time_ms,cpu_usage_approx_percent,heap_used_before_bytes,heap_used_after_bytes,heap_delta_bytes,available_processors,java_version,os_name,os_arch,error_message
42,2026-05-17T16:32:06,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,2,Isabela Bianca Rezende Coelho,arq_55.txt,181357,oneThreadPerFile,0,2,True,True,arq_55.txt,181357,Isabela Bianca Rezende Coelho,157.0627,157062700,True,1484.375,78.757029,4218264,169554136,165335872,12,25.0.3,Windows 10,amd64,
43,2026-05-17T16:32:07,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,2,Isabela Bianca Rezende Coelho,arq_55.txt,181357,oneThreadPerFile,0,3,True,True,arq_55.txt,181357,Isabela Bianca Rezende Coelho,490.1659,490165900,True,4968.75,84.473951,4218264,93929024,89710760,12,25.0.3,Windows 10,amd64,
44,2026-05-17T16:32:07,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,2,Isabela Bianca Rezende Coelho,arq_55.txt,181357,oneThreadPerFile,0,4,True,True,arq_55.txt,181357,Isabela Bianca Rezende Coelho,361.6198,361619800,True,3937.5,90.737565,4218264,137767872,133549608,12,25.0.3,Windows 10,amd64,
45,2026-05-17T16:32:08,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,2,Isabela Bianca Rezende Coelho,arq_55.txt,181357,oneThreadPerFile,0,5,True,True,arq_55.txt,181357,Isabela Bianca Rezende Coelho,563.4919,563491900,True,5906.25,87.345976,4218264,54428432,50210168,12,25.0.3,Windows 10,amd64,
46,2026-05-17T16:32:09,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,2,Isabela Bianca Rezende Coelho,arq_55.txt,181357,multiThreadPerFile,2,1,True,True,arq_55.txt,181357,Isabela Bianca Rezende Coelho,916.88,916880000,True,1375.0,12.497092,4218264,20633272,16415008,12,25.0.3,Windows 10,amd64,
47,2026-05-17T16:32:10,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,2,Isabela Bianca Rezende Coelho,arq_55.txt,181357,multiThreadPerFile,2,2,True,True,arq_55.txt,181357,Isabela Bianca Rezende Coelho,964.326,964326000,True,1609.375,13.907598,4218264,20659584,16441320,12,25.0.3,Windows 10,amd64,
48,2026-05-17T16:32:11,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,2,Isabela Bianca Rezende Coelho,arq_55.txt,181357,multiThreadPerFile,2,3,True,True,arq_55.txt,181357,Isabela Bianca Rezende Coelho,938.7874,938787400,True,1562.5,13.869842,4218264,20257040,16038776,12,25.0.3,Windows 10,amd64,
49,2026-05-17T16:32:12,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,2,Isabela Bianca Rezende Coelho,arq_55.txt,181357,multiThreadPerFile,2,4,True,True,arq_55.txt,181357,Isabela Bianca Rezende Coelho,935.0529,935052900,True,1812.5,16.153275,4218264,20592432,16374168,12,25.0.3,Windows 10,amd64,
50,2026-05-17T16:32:13,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,2,Isabela Bianca Rezende Coelho,arq_55.txt,181357,multiThreadPerFile,2,5,True,True,arq_55.txt,181357,Isabela Bianca Rezende Coelho,923.9359,923935900,True,1531.25,13.810933,4218264,20428888,16210624,12,25.0.3,Windows 10,amd64,
51,2026-05-17T16:32:14,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,2,Isabela Bianca Rezende Coelho,arq_55.txt,181357,multiThreadPerFile,4,1,True,True,arq_55.txt,181357,Isabela Bianca Rezende Coelho,970.199,970199000,True,2140.625,18.386477,4218264,39569504,35351240,12,25.0.3,Windows 10,amd64,
52,2026-05-17T16:32:16,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,2,Isabela Bianca Rezende Coelho,arq_55.txt,181357,multiThreadPerFile,4,2,True,True,arq_55.txt,181357,Isabela Bianca Rezende Coelho,941.0335,941033500,True,1812.5,16.050615,4218264,39553120,35334856,12,25.0.3,Windows 10,amd64,
53,2026-05-17T16:32:17,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,2,Isabela Bianca Rezende Coelho,arq_55.txt,181357,multiThreadPerFile,4,3,True,True,arq_55.txt,181357,Isabela Bianca Rezende Coelho,945.6517,945651700,True,1687.5,14.870697,4218264,39965360,35747096,12,25.0.3,Windows 10,amd64,
54,2026-05-17T16:32:18,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,2,Isabela Bianca Rezende Coelho,arq_55.txt,181357,multiThreadPerFile,4,4,True,True,arq_55.txt,181357,Isabela Bianca Rezende Coelho,965.7109,965710900,True,1812.5,15.640464,4218264,40821640,36603376,12,25.0.3,Windows 10,amd64,
55,2026-05-17T16:32:19,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,2,Isabela Bianca Rezende Coelho,arq_55.txt,181357,multiThreadPerFile,4,5,True,True,arq_55.txt,181357,Isabela Bianca Rezende Coelho,953.2073,953207300,True,1718.75,15.026025,4218264,39755304,35537040,12,25.0.3,Windows 10,amd64,
56,2026-05-17T16:32:20,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,2,Isabela Bianca Rezende Coelho,arq_55.txt,181357,multiThreadPerFile,8,1,True,True,arq_55.txt,181357,Isabela Bianca Rezende Coelho,992.8025,992802500,True,2171.875,18.23017,4218264,43269416,39051152,12,25.0.3,Windows 10,amd64,
57,2026-05-17T16:32:21,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,2,Isabela Bianca Rezende Coelho,arq_55.txt,181357,multiThreadPerFile,8,2,True,True,arq_55.txt,181357,Isabela Bianca Rezende Coelho,980.1793,980179300,True,2578.125,21.918821,4218264,43110576,38892312,12,25.0.3,Windows 10,amd64,
58,2026-05-17T16:32:23,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,2,Isabela Bianca Rezende Coelho,arq_55.txt,181357,multiThreadPerFile,8,3,True,True,arq_55.txt,181357,Isabela Bianca Rezende Coelho,1091.3167,1091316700,True,2765.625,21.118411,4218264,42951624,38733360,12,25.0.3,Windows 10,amd64,
59,2026-05-17T16:32:24,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,2,Isabela Bianca Rezende Coelho,arq_55.txt,181357,multiThreadPerFile,8,4,True,True,arq_55.txt,181357,Isabela Bianca Rezende Coelho,1011.631,1011631000,True,2234.375,18.405715,4218264,44345160,40126896,12,25.0.3,Windows 10,amd64,
60,2026-05-17T16:32:25,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,2,Isabela Bianca Rezende Coelho,arq_55.txt,181357,multiThreadPerFile,8,5,True,True,arq_55.txt,181357,Isabela Bianca Rezende Coelho,1006.2682,1006268200,True,2578.125,21.350546,4218264,42793112,38574848,12,25.0.3,Windows 10,amd64,
61,2026-05-17T16:32:26,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,3,Karina Fernanda Moreira Franco,arq_69.txt,87618,sequencial,0,1,True,True,arq_69.txt,87618,Karina Fernanda Moreira Franco,1127.7061,1127706100,True,1578.125,11.661763,4218264,39256744,35038480,12,25.0.3,Windows 10,amd64,
62,2026-05-17T16:32:28,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,3,Karina Fernanda Moreira Franco,arq_69.txt,87618,sequencial,0,2,True,True,arq_69.txt,87618,Karina Fernanda Moreira Franco,998.8002,998800200,True,1312.5,10.950639,4218264,39248832,35030568,12,25.0.3,Windows 10,amd64,
63,2026-05-17T16:32:29,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,3,Karina Fernanda Moreira Franco,arq_69.txt,87618,sequencial,0,3,True,True,arq_69.txt,87618,Karina Fernanda Moreira Franco,984.1182,984118200,True,1328.125,11.24632,4218264,39260840,35042576,12,25.0.3,Windows 10,amd64,
64,2026-05-17T16:32:30,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,3,Karina Fernanda Moreira Franco,arq_69.txt,87618,sequencial,0,4,True,True,arq_69.txt,87618,Karina Fernanda Moreira Franco,1025.8657,1025865700,True,1546.875,12.565607,4218264,39241584,35023320,12,25.0.3,Windows 10,amd64,
65,2026-05-17T16:32:31,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,3,Karina Fernanda Moreira Franco,arq_69.txt,87618,sequencial,0,5,True,True,arq_69.txt,87618,Karina Fernanda Moreira Franco,966.9088,966908800,True,1312.5,11.311822,4218264,39251096,35032832,12,25.0.3,Windows 10,amd64,
66,2026-05-17T16:32:33,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,3,Karina Fernanda Moreira Franco,arq_69.txt,87618,singleThread,0,1,True,True,arq_69.txt,87618,Karina Fernanda Moreira Franco,986.9941,986994100,True,1359.375,11.477399,4218264,43465064,39246800,12,25.0.3,Windows 10,amd64,
67,2026-05-17T16:32:34,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,3,Karina Fernanda Moreira Franco,arq_69.txt,87618,singleThread,0,2,True,True,arq_69.txt,87618,Karina Fernanda Moreira Franco,971.2731,971273100,True,1359.375,11.663172,4218264,43454328,39236064,12,25.0.3,Windows 10,amd64,
68,2026-05-17T16:32:35,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,3,Karina Fernanda Moreira Franco,arq_69.txt,87618,singleThread,0,3,True,True,arq_69.txt,87618,Karina Fernanda Moreira Franco,963.1585,963158500,True,1312.5,11.355867,4218264,43446472,39228208,12,25.0.3,Windows 10,amd64,
69,2026-05-17T16:32:36,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,3,Karina Fernanda Moreira Franco,arq_69.txt,87618,singleThread,0,4,True,True,arq_69.txt,87618,Karina Fernanda Moreira Franco,956.0163,956016300,True,1296.875,11.304506,4218264,43463760,39245496,12,25.0.3,Windows 10,amd64,
70,2026-05-17T16:32:37,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,3,Karina Fernanda Moreira Franco,arq_69.txt,87618,singleThread,0,5,True,True,arq_69.txt,87618,Karina Fernanda Moreira Franco,965.2019,965201900,True,1421.875,12.276145,4218264,43454120,39235856,12,25.0.3,Windows 10,amd64,
71,2026-05-17T16:32:39,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,3,Karina Fernanda Moreira Franco,arq_69.txt,87618,oneThreadPerFile,0,1,True,True,arq_69.txt,87618,Karina Fernanda Moreira Franco,571.5552,571555200,True,5421.875,79.051493,4218264,104965016,100746752,12,25.0.3,Windows 10,amd64,
72,2026-05-17T16:32:39,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,3,Karina Fernanda Moreira Franco,arq_69.txt,87618,oneThreadPerFile,0,2,True,True,arq_69.txt,87618,Karina Fernanda Moreira Franco,602.4446,602444600,True,5937.5,82.13065,4218264,170765104,166546840,12,25.0.3,Windows 10,amd64,
73,2026-05-17T16:32:40,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,3,Karina Fernanda Moreira Franco,arq_69.txt,87618,oneThreadPerFile,0,3,True,True,arq_69.txt,87618,Karina Fernanda Moreira Franco,155.9439,155943900,True,937.5,50.098144,4218264,95961736,91743472,12,25.0.3,Windows 10,amd64,
